Comments	Pardis	Mina	Yasmin	Average	P_Deviation	M_Deviation	Y _Deviation	P_mislabeling	M_mislabeling	Y_mislabeling	Natalie	Labels	
Doctors assuming that you are asking for decent pain relief cause you are dependant on opioids	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Not only am I useless in my household, feel a burden to my husband, have my mother doing for me when I want to be doing for her, but my little girl is having to grow up too early and take on responsibilities she should not have to even think about for years and years.	3	3	3	3	0	0	0					3	
I find it almost impossible because my pain is so bad that I can't find a comfortable position long enough to fall asleep. It sucks and it is definitely a major factor in my severe fatigue as well.	4	4	4	4	0	0	0					4	
It's a nightmare which no one can understand unless they are the sufferer !	3	1	1	1.666666667	1.333333333	0.6666666667	0.6666666667					1.666666667	
Just falling to sleep while in a shoping store waiting in line..Fatigue sucks people think you are high they don't know what is going on!! No more driveing or going out alone..so much to fatigue that people don't under stand..	3	3	3	3	0	0	0					3	
Everyday life! People not believing you are in chronic pain!	4	3	1	2.666666667	1.333333333	0.3333333333	1.666666667					2.666666667	
Not being able to function & feeling useless. Plus feeling like everyone believes you're a hypochondriac & just making stuff up to get sympathy. I give anything to go 1 day without pain	4	4	4	4	0	0	0					4	
The hardest part is when you heave to deal with the others not understanding...and at the same time hide your pain. And pain-induced insomnia.	5	5	5	5	0	0	0					5	
Trying to live a normal life. It's impossible.	4	2	2	2.666666667	1.333333333	0.6666666667	0.6666666667					2.666666667	
The hardest part for me is the mental fight. The back pain feels so much like physical depression, it gets hard to differentiate sometimes. Thinking about the future...	5	5	5	5	0	0	0					5	
Told my wife I'd give her a great life, now she looks after me. Heartbreaking!	4	3	2	3	1	0	1					3	
People don't get it. They think you are antisocial they dont think how all the noise afect my pain.	4	3	3	3.333333333	0.6666666667	0.3333333333	0.3333333333					3.333333333	
I've just joined hoping to get some advice about liver pain I've been having recently.	4	4	4	4	0	0	0					4	
Your ankle bone and the ends of your two lower leg bones make up the ankle joint. Your ligaments, which connect bones to one another, stabilize and support it. Your muscles and tendons move it.	0	0			0								
The most common ankle problems are sprains and fractures (broken bones). A sprain is an injury to the ligaments. It may take a few weeks to many months to heal completely. A fracture is a break in a bone. You can also injure other parts of the ankle such as tendons, which join muscles to bone, and cartilage, which cushions your joints. Ankle sprains and fractures are common sports injuries.	0	0											
We are grateful to the #healthcareheroes working to combat #COVID19 and keep our communities healthy. Thank you! #SolidarityAt8	0												
Wfh day #17 this is where we are at. #fml	0												
Quarantine got me taking pictures every day like I’m famous #fml Also that’s my moma	1												
This whole working from home initially sounded pretty chilled out, but in truth, its not! I sat in front of my computer at 8.35 am, and its 10.50 pm and I'm still working (only 2 breaks, one for lunch and the other for dinner)!	0												
Tomorrow I may clean the extractor filter and brasso the stair rods. 🙄	0												
This job is literally the worst LMFAO #fml	0												
I sent nudes for the first time and it went to the wrong person... 🙆🏽‍♂️#fml	0												
so u know the "I called the wrong number and we full in love" story. the other day I was really bored so I decided to call random numbers. every number I tried turned out to be an unavailable number. like how the hell was a failure at just picking a number that works?	0												
It’s sucks when you open up to someone then they use it against you 🤔😪🤦🏻‍♂️	1												
So I was having sex and then showered after. When I got out the restroom, I see this by door that one of kids slid under the door 🤦🏽‍♀️	0												
I feel like everyone is ignoring me #sad	3												
The person who does not sleep at night is either in love or exhausted ... #sad	0												
Rest in peace Pep Guardiola’s mother! My condolences are with Pep and his family at this tough time! 🙏🏻Pensive faceBroken heart #PepGuardiola #Football #Sad	1												
Saying goodbye to a pet is not easy. It’s just as hard if not harder than saying goodbye to a person. This cat was my first baby, my first love. My heart is broken right now. #heartbroken #catpassed #sad	3												
I’m leaving my safe haven in the country of Oregon and going back to the reality of city living... #Sad three weeks went by so fast	0												
Broken heart I'm #Sad but i smile. That's my life	4												
y none of my friends awake when i wana send them pictures i just took Pensive face #sad	0												
Sad to see that Millions are quarantined inside their homes trying 2break the corona chain while many are going hungry due 2the lockdown.Then there are those breaking quarantine & pelting stones on Cops & doctors who are working without proper PPE. Whats happening to India?Flag of India#Sad	0												
pretending i'm at work.	0												
Boris Johnson's condition is serious. Patients with severe #COVID19 illness often are hospitalized in the 2nd week of illness (Boris tested positive 11 days ago). The next few days will be crucial to see whether makes a turn for the better or worse.	0												
BREAKING: We’re suing the DOJ for the immediate release of the 700+ people who are most at risk of serious illness or death from COVID-19 in Oakdale Federal Prison.	0												
5 people have already died from COVID-19 at the prison. There is no time to wait.	0												
Have you ever dated a person that battled with mental illness? What was your experience like? I’m curious	0												
Keep thinking of Carrie Symonds - heavily pregnant, suffering from coronavirus herself and not able to be with her fiancé, who is now in intensive care. Awful on every level. Wishing both of them, and everyone with this horrible illness, a very speedy recovery. #stayathome	0												
Because of coronavirus, everything is being put on hold. We wish we could put terminal illness on hold too. But we can’t. In this time of national emergency, we are needed more than ever.	0												
bitches on twitter will romaticize their own mental illness and functional shortcomings and then wonder why they arent getting any better	0												
A study found that people born in May have the lowest risk of illness and disease, while those born in October have the highest.	0												
Trump-supporting preacher who decried 'hysteria' surrounding #coronavirus, dies of the illness	0												
Email me all you like, offer me as much money as you like, but you won't get me to comment on any individual case of any illness, ever.	0												
Johnson appears to be subscribing to a view of illness & vulnerability promoted by public school games masters. It couldn't be less appropriate in the current circumstances.	0												
Coronavirus is the worst illness i have ever had. fuck anyone that says its the flu	5												
Imagine The world full of justice and peace,without any sadness or illness What a beautiful paradise can it be... “Oh my lord,send your saviour for us”🤲🏻 #ThePromisedSaviour	0												
Me, aged 13, hearing my first “heavy” breakdown.	4												
the demon in the corner of my room watching me having a mental breakdown while i open pornhub at 5AM	4												
Please, believe survivors, and if a child is having a breakdown because of something horrible they don’t even fully understand yet, please believe them, for they don’t even know how to make this shit up #metoo	0												
This was the mental breakdown of the century and it cracks me up lol	0												
mental breakdown every night :)	4												
Bitches will have a mental breakdown in the bathroom then stop & look at how cute their face is when they cry. I’m bitches	2												
Hate myself everytime im having a mental breakdown.	4												
finna have a mental breakdown but i cant put shit into words because my brain has deteriorated into mush	4												
Check on your essential worker friends. They are probably fed up and close to mental breakdown.	0												
I'm trying my best not to have a mental breakdown everyday, had to get another cc payment extended today because only have $31 in my checkings Loudly crying faceLoudly crying faceLoudly crying face	4												
how’s ur mental breakdown going	0												
When you quarantine together, you do mental breakdown quarantine head shaving together ❤Smiling face with 3 heartsFace throwing a kiss #QuarantineQueers	3												
The great-grandmother says she survived the flu dozens of times, as well as the Great Depression and World War II, but the 90-year-old never wanted to give up until she got the coronavirus. But her body fought it. And she survived.	0												
People don't seem to realize this, but during the Great Depression, food and other goods existed, but were destroyed because noone was buying them(because they couldn't afford them.) This isn't new. This is how capitalism has always operated.	0												
